CHARSET,SERVER,WHOIS_COUNTRY,WHOIS_STATEPRO,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CONTENT_LENGTH,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,WHOIS_REGDATE_YEAR,WHOIS_REGDATE_MONTH,WHOIS_REGDATE_DAY,WHOIS_REGDATE_HOUR,WHOIS_REGDATE_MINUTE,WHOIS_UPDATED_DATE_YEAR,WHOIS_UPDATED_DATE_MONTH,WHOIS_UPDATED_DATE_DAY,WHOIS_UPDATED_DATE_HOUR,WHOIS_UPDATED_DATE_MINUTE,Type
UTF-8,OTHER,,,51,9,10333.0,7,3,2,582,7,5,306,582,7,0.0,,,,,,,,,,,0
UTF-8,APACHE,,,51,10,9890.0,9,6,7,762,9,10,640,762,9,0.0,,,,,,,,,,,0
ISO-8859-1,,US,OTHER,51,9,6748.0,17,8,6,1278,17,10,634,1278,17,0.0,1999,11,28,0,0,2013,9,9,0,0,0
ISO-8859-1,,US,CA,51,12,1819.0,28,13,12,1872,28,19,1323,1872,28,0.0,2002,2,11,0,0,2017,2,2,0,0,0
ISO-8859-1,NGINX,US,OTHER,51,8,162.0,4,2,3,396,4,3,184,396,4,0.0,2005,1,13,0,0,2016,1,14,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,,,51,10,324.0,5,3,2,498,5,4,244,498,5,0.0,,,,,,,,,,,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,,,51,11,324.0,22,6,8,1651,24,17,1388,1787,24,2.0,2001,2,22,0,0,2017,8,4,0,0,0
UTF-8,CLOUDFLARE-NGINX,US,OTHER,51,10,,39,3,8,3637,45,37,44294,4127,45,6.0,1996,9,28,0,0,2016,9,26,0,0,0
UTF-8,OTHER,US,CA,51,11,58090.0,2,0,1,132,2,2,124,132,2,0.0,2007,11,20,0,0,2016,5,13,0,0,0
UTF-8,NGINX,US,CA,51,10,,35,22,11,4677,41,33,14310,5093,41,6.0,2003,12,12,0,0,2016,10,18,0,0,0
UTF-8,,US,WA,51,11,,28,16,12,3227,32,31,12120,3507,32,4.0,2001,1,6,0,0,2016,5,17,0,0,0
UTF-8,,US,OTHER,51,9,15302.0,0,0,0,0,0,0,0,0,0,0.0,2001,4,5,0,0,2016,9,11,0,0,0
ISO-8859-1,APACHE,US,OTHER,51,11,239.0,0,0,0,0,0,0,0,0,0,0.0,1995,5,16,0,0,2016,10,21,0,0,0
ISO-8859-1,,US,CA,51,9,,0,0,0,0,0,0,0,0,0,0.0,1997,3,29,0,0,2016,11,29,0,0,0
ISO-8859-1,APACHE,US,OTHER,51,8,57.0,0,0,0,0,0,0,0,0,0,0.0,2002,9,9,0,0,2014,8,29,0,0,0
ISO-8859-1,APACHE,US,OTHER,51,11,557.0,0,0,0,0,0,0,0,0,0,0.0,2000,2,15,0,0,2017,10,1,0,0,0
UTF-8,APACHE,OTHER,OTHER,52,14,,41,0,1,2992,43,44,65646,3144,43,2.0,2006,7,10,0,0,2017,7,3,0,0,1
UTF-8,OTHER,OTHER,,52,12,13650.0,16,1,5,1609,22,20,2655,2119,22,6.0,,,,,,,,,,,1
,OTHER,OTHER,OTHER,52,14,,14,1,8,1151,18,15,1211,1445,18,4.0,2005,1,3,0,0,2016,7,9,0,0,1
ISO-8859-1,,US,CA,52,9,,0,0,0,0,0,0,0,0,0,0.0,1997,3,29,0,0,2016,11,29,0,0,0
ISO-8859-1,OTHER,US,OTHER,52,12,,0,0,0,0,0,0,0,0,0,0.0,1992,2,21,0,0,2016,8,22,0,0,0
UTF-8,OTHER,US,CA,52,10,17302.0,0,0,0,0,0,0,0,0,0,0.0,2005,10,15,0,0,2016,9,13,0,0,0
UTF-8,OTHER,US,CA,52,10,5315.0,0,0,0,0,0,0,0,0,0,0.0,1996,1,6,0,0,2017,2,4,0,0,0
ISO-8859-1,NGINX,US,OTHER,52,10,1516.0,0,0,0,0,0,0,0,0,0,0.0,2004,8,1,0,0,2017,3,1,0,0,0
UTF-8,OTHER,US,CA,52,11,,0,0,0,0,0,0,0,0,0,0.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,OTHER,PA,OTHER,52,12,,0,0,0,0,0,0,0,0,0,0.0,2005,5,3,0,0,2015,12,14,0,0,0
UTF-8,APACHE,US,CA,52,10,,0,0,0,0,0,0,0,0,0,0.0,1998,4,14,0,0,2017,4,14,0,0,0
ISO-8859-1,OTHER,US,CA,52,10,3529.0,0,0,0,0,0,0,0,0,0,0.0,1994,2,6,0,0,2017,6,1,0,0,0
UTF-8,,US,CA,52,12,,0,0,0,0,0,0,0,0,0,0.0,1998,9,1,0,0,2017,4,1,0,0,0
UTF-8,APACHE,OTHER,OTHER,52,11,8105.0,13,0,3,1428,17,11,1504,1712,17,4.0,1997,2,19,0,0,2015,12,15,0,0,0
ISO-8859-1,OTHER,US,NY,52,10,1235.0,4,3,2,432,4,6,376,432,4,0.0,1995,5,31,0,0,2013,11,18,0,0,0
ISO-8859-1,MICROSOFT-IIS/7.5,US,WA,52,9,11.0,6,3,3,564,6,7,442,564,6,0.0,2000,9,13,0,0,2016,8,29,0,0,0
UTF-8,OTHER,US,OTHER,52,10,,5,3,3,486,5,7,436,486,5,0.0,1995,2,3,0,0,2016,6,30,0,0,0
UTF-8,OTHER,,,52,9,9662.0,22,8,7,1628,26,25,14894,1944,26,4.0,2008,1,18,0,0,2017,5,1,0,0,0
UTF-8,APACHE,CA,OTHER,52,9,44313.0,4,4,1,420,4,5,414,420,4,0.0,2003,9,12,0,0,2016,10,22,0,0,0
US-ASCII,,US,WA,52,10,257.0,4,3,2,420,4,7,424,420,4,0.0,1999,3,22,0,0,2016,7,15,0,0,0
UTF-8,CLOUDFLARE-NGINX,,,52,11,,3,3,1,366,3,4,244,366,3,0.0,,,,,,,,,,,0
UTF-8,OTHER,,,52,11,,60,4,5,4466,62,63,95122,4602,62,2.0,1998,5,27,0,0,2017,4,25,0,0,0
UTF-8,CLOUDFLARE-NGINX,CA,OTHER,52,9,,10,2,6,1197,14,17,1374,1503,14,4.0,1998,9,17,0,0,2016,10,11,0,0,0
UTF-8,APACHE,,,52,10,17167.0,10,1,4,1257,14,15,1919,1555,14,4.0,1998,7,5,0,0,2016,9,16,0,0,0
UTF-8,OTHER,US,OTHER,52,10,,51,35,10,5314,57,62,51761,5742,57,6.0,1994,1,11,0,0,2014,4,30,0,0,0
UTF-8,OTHER,,,52,8,,25,4,7,1682,29,30,25579,1986,29,4.0,2003,5,11,0,0,2016,6,11,0,0,0
UTF-8,OTHER,,,52,11,,21,0,8,2221,25,26,3809,2513,25,4.0,,,,,,,,,,,0
,OTHER,US,OTHER,52,11,0.0,19,0,4,1538,23,8,1121,1852,23,4.0,1994,10,23,0,0,2016,1,11,0,0,0
ISO-8859-1,OTHER,OTHER,OTHER,52,11,14863.0,16,2,3,1364,18,23,16978,1502,18,2.0,2010,5,24,0,0,2016,7,25,0,0,0
US-ASCII,,US,WA,52,10,257.0,29,25,1,4765,37,34,17280,5381,37,8.0,1999,3,22,0,0,2016,7,15,0,0,0
ISO-8859-1,APACHE,CA,OTHER,52,10,5443.0,0,0,0,0,0,0,0,0,0,0.0,2007,10,14,12,24,2016,1,9,14,20,0
UTF-8,OTHER,,,52,9,28239.0,51,1,10,4049,55,58,61312,4361,55,4.0,,,,,,,,,,,0
UTF-8,NGINX,AU,OTHER,52,8,,0,0,0,0,0,0,0,0,0,0.0,2016,11,25,0,0,2017,3,15,0,0,0
UTF-8,NGINX,CA,OTHER,52,10,,0,0,0,0,0,0,0,0,0,0.0,2002,9,30,0,0,2016,9,24,0,0,0
UTF-8,OTHER,US,CA,52,11,,0,0,0,0,0,0,0,0,0,0.0,1995,1,18,0,0,2015,8,26,0,0,0
UTF-8,OTHER,US,CA,52,11,9801.0,0,0,0,0,0,0,0,0,0,0.0,2000,7,31,0,0,2016,6,29,0,0,0
ISO-8859-1,OTHER,US,OTHER,53,12,242.0,8,0,1,1156,10,10,2638,1316,10,2.0,2007,9,2,0,0,2017,9,2,0,0,1
ISO-8859-1,,US,CA,53,11,,0,0,0,0,0,0,0,0,0,0.0,1997,3,29,0,0,2016,11,29,0,0,0
UTF-8,NGINX,US,OTHER,53,10,,0,0,0,0,0,0,0,0,0,0.0,1999,10,2,0,0,2017,6,2,0,0,0
UTF-8,,US,OTHER,53,8,11158.0,0,0,0,0,0,0,0,0,0,0.0,1995,7,8,0,0,2014,3,27,0,0,0
UTF-8,OTHER,CA,OTHER,53,10,,0,0,0,0,0,0,0,0,0,0.0,1997,5,21,0,0,2016,7,26,0,0,0
UTF-8,,US,CA,53,12,,0,0,0,0,0,0,0,0,0,0.0,1998,9,1,0,0,2017,4,1,0,0,0
UTF-8,OTHER,,,53,11,,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,0
ISO-8859-1,OTHER,,,53,10,22897.0,9,5,7,762,9,10,640,762,9,0.0,2006,10,1,0,0,2014,11,11,0,0,0
UTF-8,OTHER,US,OTHER,53,11,8466.0,26,8,11,1668,26,13,894,1668,26,0.0,2004,8,31,0,0,2016,1,6,0,0,0
UTF-8,OTHER,CA,OTHER,53,10,,7,6,2,798,7,8,492,798,7,0.0,1997,5,21,0,0,2016,7,26,0,0,0
UTF-8,OTHER,US,OTHER,53,9,2023.0,12,3,3,960,12,16,1024,960,12,0.0,2005,5,12,0,0,2015,4,22,0,0,0
ISO-8859-1,OTHER,CA,OTHER,53,7,,12,6,7,1017,18,17,1563,1503,18,6.0,2002,5,27,0,0,2017,4,28,0,0,0
ISO-8859-1,APACHE,,,53,12,211.0,15,2,5,1944,21,21,2698,2416,21,6.0,2001,5,5,0,0,2015,1,28,0,0,0
ISO-8859-1,APACHE,CA,OTHER,53,12,359174.0,15,4,3,2232,19,22,3283,2532,19,4.0,1996,1,12,5,0,2016,11,30,10,30,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,,,53,9,324.0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,OTHER,,53,10,324.0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,0
ISO-8859-1,CLOUDFLARE-NGINX,,,53,11,,16,3,8,1277,20,19,2663,1559,20,4.0,2008,1,3,0,0,2015,4,17,0,0,0
UTF-8,,US,WA,53,12,,0,0,0,0,0,0,0,0,0,0.0,2001,1,6,0,0,2016,5,17,0,0,0
UTF-8,NGINX,US,CA,53,9,20309.0,0,0,0,0,0,0,0,0,0,0.0,1994,6,12,0,0,2015,3,11,0,0,0
ISO-8859-1,APACHE,US,OTHER,54,11,228.0,5,0,2,582,9,9,1097,882,9,4.0,2005,2,16,0,0,2016,2,24,0,0,1
ISO-8859-1,OTHER,US,CA,54,11,17140.0,29,1,7,4558,31,37,26259,4724,31,2.0,2005,12,17,0,0,2015,11,18,0,0,1
ISO-8859-1,MICROSOFT-IIS/7.5,US,OTHER,54,11,7849.0,0,0,0,0,0,0,0,0,0,0.0,1995,7,8,0,0,2014,3,27,0,0,0
UTF-8,CLOUDFLARE-NGINX,,,54,12,,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,0
ISO-8859-1,OTHER,US,OTHER,54,9,341.0,0,0,0,0,0,0,0,0,0,0.0,1998,11,15,0,0,2011,12,23,0,0,0
ISO-8859-1,OTHER,,,54,12,2503.0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,FL,54,9,324.0,0,0,0,0,0,0,0,0,0,0.0,2002,2,10,0,0,2017,3,14,0,0,0
ISO-8859-1,OTHER,,,54,12,,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,0
ISO-8859-1,MICROSOFT-IIS/7.5,US,WA,54,8,11.0,0,0,0,0,0,0,0,0,0,0.0,2000,9,13,0,0,2016,8,29,0,0,0
UTF-8,OTHER,US,CA,54,11,,0,0,0,0,0,0,0,0,0,0.0,1995,1,18,0,0,2015,8,26,0,0,0
ISO-8859-1,OTHER,CA,OTHER,54,9,3020.0,34,7,6,2881,38,33,39646,3219,38,4.0,1998,6,3,0,0,2017,3,30,0,0,0
UTF-8,OTHER,US,OTHER,54,12,,5,5,2,474,5,8,535,474,5,0.0,1992,2,21,0,0,2016,8,22,0,0,0
UTF-8,OTHER,US,CA,54,12,,11,7,2,1166,11,7,426,1166,11,0.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,OTHER,OTHER,OTHER,54,10,,3,3,1,366,3,3,182,366,3,0.0,1999,4,15,0,0,2012,6,20,0,0,0
ISO-8859-1,OTHER,,,54,12,,12,9,6,900,12,10,696,900,12,0.0,,,,,,,,,,,0
ISO-8859-1,CLOUDFLARE-NGINX,US,CA,54,10,18952.0,1194,12,8,99843,1198,1284,2060012,100151,1198,4.0,2005,9,29,0,0,2016,5,5,0,0,0
ISO-8859-1,,US,CA,54,9,,58,39,7,5998,64,48,43787,6438,64,6.0,1997,3,29,0,0,2016,11,29,0,0,0
UTF-8,OTHER,US,CA,54,10,,37,0,5,7178,43,41,20954,7644,43,6.0,2002,9,12,0,0,2014,2,5,0,0,0
ISO-8859-1,APACHE,US,OTHER,54,10,5438.0,40,9,9,4562,44,44,49870,4884,44,4.0,2000,7,17,0,0,2017,3,3,0,0,0
ISO-8859-1,OTHER,,,54,12,,29,0,2,2903,37,37,30772,3525,37,8.0,,,,,,,,,,,0
UTF-8,APACHE,US,WA,54,9,193.0,4,1,3,280,6,7,542,422,6,2.0,2015,6,27,0,0,2016,4,18,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,,,54,9,324.0,34,2,5,5325,40,44,86136,5785,40,6.0,2005,2,19,0,0,2017,2,20,0,0,0
UTF-8,APACHE,US,FL,54,11,26.0,20,11,6,3025,26,25,9200,3479,26,6.0,1996,7,11,0,0,2015,8,25,0,0,0
UTF-8,OTHER,US,CA,54,10,,12,7,1,2036,16,17,7035,2320,16,4.0,1995,12,14,5,0,2016,6,12,21,52,0
UTF-8,OTHER,US,CA,54,10,20518.0,43,38,5,5591,51,56,46553,6231,51,8.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,,US,FL,54,12,1682.0,12,1,5,1404,16,17,1587,1700,16,4.0,1998,6,11,0,0,2014,5,9,0,0,0
UTF-8,OTHER,AU,OTHER,54,11,9208.0,0,0,0,0,0,0,0,0,0,0.0,2000,9,29,0,0,2014,11,18,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,,,54,12,324.0,0,0,0,0,0,0,0,0,0,0.0,2000,10,18,0,0,2017,1,16,0,0,0
ISO-8859-1,CLOUDFLARE-NGINX,US,OTHER,54,11,,0,0,0,0,0,0,0,0,0,0.0,1998,8,21,0,0,2016,3,10,0,0,0
UTF-8,APACHE,OTHER,OTHER,55,12,,52,0,1,3721,54,57,66445,3873,54,2.0,2006,7,10,0,0,2017,7,3,0,0,1
ISO-8859-1,OTHER,PA,OTHER,55,12,,26,12,3,3229,34,32,16895,3837,34,8.0,2004,7,19,0,0,2016,6,7,0,0,1
ISO-8859-1,APACHE,US,NY,55,10,14953.0,0,0,0,0,0,0,0,0,0,0.0,2002,12,30,0,0,2014,9,4,0,0,0
UTF-8,APACHE,US,CA,55,9,2080.0,0,0,0,0,0,0,0,0,0,0.0,1997,11,9,4,0,2015,9,12,14,43,0
UTF-8,OTHER,US,OTHER,55,12,,0,0,0,0,0,0,0,0,0,0.0,2003,9,15,0,0,2016,9,16,0,0,0
UTF-8,NGINX,US,OTHER,55,10,12275.0,0,0,0,0,0,0,0,0,0,0.0,1997,9,15,0,0,2016,11,15,0,0,0
ISO-8859-1,OTHER,US,CA,55,11,,0,0,0,0,0,0,0,0,0,0.0,1998,5,21,0,0,2016,5,16,0,0,0
UTF-8,APACHE,US,FL,55,10,,0,0,0,0,0,0,0,0,0,0.0,1997,4,1,0,0,2016,11,30,0,0,0
UTF-8,OTHER,US,CA,55,12,,0,0,0,0,0,0,0,0,0,0.0,1995,1,18,0,0,2015,8,26,0,0,0
UTF-8,CLOUDFLARE-NGINX,OTHER,OTHER,55,9,,0,0,0,0,0,0,0,0,0,0.0,2003,7,25,18,21,2015,6,12,17,5,0
UTF-8,OTHER,US,CA,55,10,,0,0,0,0,0,0,0,0,0,0.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,APACHE,US,OTHER,55,12,66702.0,0,0,0,0,0,0,0,0,0,0.0,1996,5,20,0,0,2016,10,24,0,0,0
UTF-8,OTHER,,,55,8,,24,3,9,1715,26,31,22292,1867,26,2.0,2003,5,11,0,0,2016,6,11,0,0,0
UTF-8,OTHER,US,CA,55,11,,42,36,2,6128,50,50,41385,6736,50,8.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,CLOUDFLARE-NGINX,OTHER,OTHER,55,12,,21,3,13,1458,21,4,244,1458,21,0.0,2005,10,25,0,0,2016,10,20,0,0,0
UTF-8,OTHER,US,FL,55,9,,8,3,3,696,8,5,306,696,8,0.0,1999,12,29,0,0,2017,4,14,0,0,0
UTF-8,OTHER,US,OTHER,55,10,13898.0,31,3,5,3590,35,40,35749,3886,35,4.0,1995,1,9,4,0,2017,1,3,19,31,0
UTF-8,APACHE,CA,OTHER,55,10,44324.0,4,3,2,432,4,4,244,432,4,0.0,2003,9,12,0,0,2016,10,22,0,0,0
UTF-8,OTHER,US,CA,55,12,,13,4,7,1074,13,5,306,1074,13,0.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,OTHER,US,CA,55,10,,11,5,7,882,11,10,628,882,11,0.0,2003,3,16,8,22,2016,3,29,17,55,0
UTF-8,OTHER,US,OTHER,55,12,,36,27,7,4405,42,47,46271,4833,42,6.0,1994,1,11,0,0,2014,4,30,0,0,0
UTF-8,OTHER,US,CA,55,10,,46,38,3,5666,54,67,69645,6250,54,8.0,2003,11,22,0,0,2014,1,5,0,0,0
UTF-8,OTHER,US,CA,55,10,,27,18,4,3101,31,30,13795,3405,31,4.0,2001,1,13,0,12,2015,12,12,10,16,0
ISO-8859-1,,US,CA,55,9,,56,52,4,7621,66,74,58567,8357,66,10.0,1997,3,29,0,0,2016,11,29,0,0,0
ISO-8859-1,,US,CA,55,9,,42,30,9,4861,48,44,43523,5301,48,6.0,1997,3,29,0,0,2016,11,29,0,0,0
ISO-8859-1,,US,CA,55,9,,33,29,1,5665,43,36,19433,6401,43,10.0,1997,3,29,0,0,2016,11,29,0,0,0
UTF-8,OTHER,US,OTHER,55,11,,48,39,11,5137,55,61,67877,5597,55,6.0,1994,1,11,0,0,2014,4,30,0,0,0
UTF-8,OTHER,US,OTHER,55,10,20474.0,0,0,0,0,0,0,0,0,0,0.0,1998,2,12,0,0,2016,1,12,0,0,0
ISO-8859-1,,US,CA,55,12,1819.0,0,0,0,0,0,0,0,0,0,0.0,2002,2,11,0,0,2017,2,2,0,0,0
UTF-8,OTHER,US,CA,55,10,40179.0,0,0,0,0,0,0,0,0,0,0.0,2003,3,16,8,22,2016,3,29,17,55,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,AU,,55,11,324.0,0,0,0,0,0,0,0,0,0,0.0,2008,7,22,0,0,2016,7,22,0,0,0
ISO-8859-1,OTHER,OTHER,OTHER,56,11,,7,0,2,752,9,9,1197,916,9,2.0,2013,9,27,0,0,2016,9,29,0,0,1
ISO-8859-1,APACHE,US,CA,56,8,257.0,0,0,0,0,0,2,124,0,0,0.0,1999,5,11,0,0,2016,11,8,0,0,0
ISO-8859-1,,,,56,12,25471.0,0,0,0,0,0,0,0,0,0,0.0,,,,,,2017,3,17,0,0,0
UTF-8,OTHER,US,CA,56,11,7215.0,0,0,0,0,0,0,0,0,0,0.0,2002,8,13,0,0,2017,3,14,0,0,0
,OTHER,US,OTHER,56,11,0.0,0,0,0,0,0,0,0,0,0,0.0,1998,1,9,0,0,2016,10,15,0,0,0
ISO-8859-1,,US,CA,56,12,1819.0,0,0,0,0,0,0,0,0,0,0.0,2002,2,11,0,0,2017,2,2,0,0,0
UTF-8,OTHER,CA,OTHER,56,9,965.0,0,0,0,0,0,0,0,0,0,0.0,1997,8,12,0,0,2015,10,18,0,0,0
ISO-8859-1,,US,CA,56,10,,0,0,0,0,0,0,0,0,0,0.0,1997,3,29,0,0,2016,11,29,0,0,0
UTF-8,APACHE,US,CA,56,12,3042.0,0,0,0,0,0,0,0,0,0,0.0,1998,10,20,0,0,2013,4,12,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,56,10,324.0,0,0,0,0,0,0,0,0,0,0.0,1993,12,16,5,0,2015,9,9,20,47,0
UTF-8,OTHER,US,OTHER,56,11,8741.0,0,0,0,0,0,0,0,0,0,0.0,2001,2,16,9,0,2014,9,23,14,2,0
UTF-8,,US,OTHER,56,10,,4,3,2,432,4,5,310,432,4,0.0,1995,12,13,0,0,2015,9,14,0,0,0
UTF-8,NGINX,PA,OTHER,56,10,14672.0,11,3,5,870,11,5,306,870,11,0.0,1999,2,25,0,0,2016,1,18,0,0,0
ISO-8859-1,,US,CA,56,9,,57,51,3,8171,69,59,26659,9059,69,12.0,1997,3,29,0,0,2016,11,29,0,0,0
ISO-8859-1,APACHE,,,56,11,229.0,5,5,3,450,5,7,479,450,5,0.0,2000,10,13,0,0,2015,8,28,0,0,0
ISO-8859-1,,US,CA,56,9,,26,18,7,3928,32,27,10186,4368,32,6.0,1997,3,29,0,0,2016,11,29,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,AU,,56,11,324.0,20,2,7,1876,26,17,2205,2354,26,6.0,2008,7,22,0,0,2016,7,22,0,0,0
ISO-8859-1,APACHE,,,56,11,189.0,25,13,7,2910,31,30,7648,3402,31,6.0,2004,6,8,0,0,2016,5,7,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,56,9,324.0,12,3,7,1080,14,14,2498,1260,14,2.0,2003,5,18,7,22,2016,5,19,15,4,0
ISO-8859-1,OTHER,CA,OTHER,56,9,,15,2,5,1944,21,21,2698,2416,21,6.0,2003,4,2,0,0,2017,6,2,0,0,0
UTF-8,OTHER,OTHER,OTHER,56,12,,10,4,4,944,14,15,3869,1252,14,4.0,2004,8,30,0,0,2017,8,3,0,0,0
UTF-8,APACHE,US,OTHER,56,13,67283.0,37,3,5,3050,43,44,65986,3492,43,6.0,1996,5,20,0,0,2016,10,24,0,0,0
ISO-8859-1,NGINX,US,OTHER,56,12,1523.0,35,11,3,6351,43,46,22390,6989,43,8.0,2004,8,1,0,0,2017,3,1,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,56,10,324.0,18,13,2,3354,24,18,8544,3810,24,6.0,2002,9,8,18,13,2016,3,4,11,8,0
UTF-8,OTHER,US,CA,56,12,,8,3,3,847,16,18,1998,1435,16,8.0,2001,1,13,0,12,2015,12,12,10,16,0
ISO-8859-1,APACHE,OTHER,OTHER,56,9,1264.0,0,0,0,0,0,0,0,0,0,0.0,2008,12,29,0,0,2017,3,15,0,0,0
ISO-8859-1,APACHE,,,56,9,225.0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,0
ISO-8859-1,OTHER,OTHER,OTHER,56,11,17072.0,0,0,0,0,0,0,0,0,0,0.0,2006,7,31,0,0,2017,2,28,0,0,0
UTF-8,APACHE,US,CA,56,11,17541.0,0,0,0,0,0,0,0,0,0,0.0,1998,11,16,0,0,2017,3,3,0,0,0
UTF-8,OTHER,US,FL,56,10,,0,0,0,0,0,0,0,0,0,0.0,2000,4,18,0,0,2016,4,18,0,0,0
UTF-8,OTHER,,,56,11,,10,2,3,1256,14,14,1546,1576,14,4.0,2001,4,20,0,0,2015,5,22,0,0,0
ISO-8859-1,OTHER,US,OTHER,56,11,,0,0,0,0,0,0,0,0,0,0.0,2005,9,28,0,0,2017,2,3,0,0,0
UTF-8,OTHER,PA,OTHER,56,11,3782.0,0,0,0,0,0,0,0,0,0,0.0,2005,5,31,0,0,2017,6,3,0,0,0
ISO-8859-1,APACHE,US,FL,57,9,355.0,0,0,0,0,0,0,0,0,0,0.0,1998,3,8,0,0,2017,6,2,0,0,0
UTF-8,OTHER,US,CA,57,11,7340.0,0,0,0,0,0,0,0,0,0,0.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,OTHER,US,OTHER,57,11,5796.0,0,0,0,0,0,0,0,0,0,0.0,2000,2,14,0,0,2016,2,14,0,0,0
UTF-8,OTHER,US,OTHER,57,10,,0,0,0,0,0,0,0,0,0,0.0,1994,1,11,0,0,2014,4,30,0,0,0
ISO-8859-1,,US,CA,57,9,,0,0,0,0,0,0,0,0,0,0.0,1997,3,29,0,0,2016,11,29,0,0,0
UTF-8,OTHER,,,57,11,448.0,2,2,1,356,2,4,246,356,2,0.0,,,,,,,,,,,0
UTF-8,OTHER,,,57,11,17249.0,15,13,7,1062,15,19,1354,1062,15,0.0,2000,10,16,0,0,2016,10,25,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,,,57,11,324.0,8,5,5,696,8,10,636,696,8,0.0,1999,5,2,0,0,2015,4,20,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,57,10,324.0,7,3,2,630,7,5,306,630,7,0.0,1999,5,2,0,0,2014,6,16,0,0,0
UTF-8,,US,NY,57,12,20504.0,4,3,3,408,4,6,378,408,4,0.0,1998,4,14,0,0,2017,3,15,0,0,0
UTF-8,OTHER,,,57,12,6828.0,13,4,7,1074,13,5,306,1074,13,0.0,2007,8,28,0,0,2013,4,29,0,0,0
ISO-8859-1,,US,CA,57,10,,63,58,6,8280,75,65,23559,9168,75,12.0,1997,3,29,0,0,2016,11,29,0,0,0
ISO-8859-1,NGINX,US,OTHER,57,10,1510.0,37,9,11,5965,43,47,20145,6439,43,6.0,2004,8,1,0,0,2017,3,1,0,0,0
UTF-8,NGINX,OTHER,OTHER,57,10,,16,0,3,1345,18,19,18597,1495,18,2.0,2006,12,19,0,0,2016,12,17,0,0,0
UTF-8,APACHE,,,57,10,,16,0,7,1293,20,19,1754,1617,20,4.0,2001,1,16,0,0,2016,12,17,0,0,0
ISO-8859-1,OTHER,US,OTHER,57,12,11202.0,79,2,7,5863,83,83,127368,6173,83,4.0,1990,12,12,0,0,2015,8,6,0,0,0
UTF-8,OTHER,OTHER,OTHER,57,9,6588.0,19,8,10,1764,23,24,2364,2120,23,4.0,2016,7,19,0,0,2016,7,19,0,0,0
ISO-8859-1,OTHER,US,CA,57,10,345.0,31,0,5,2335,33,37,35231,2493,33,2.0,1999,2,25,0,0,2017,1,18,0,0,0
UTF-8,CLOUDFLARE-NGINX,US,NY,57,13,,42,7,12,3944,48,40,23329,4404,48,6.0,2003,11,13,0,0,2017,12,1,0,0,0
UTF-8,OTHER,US,OTHER,57,11,,32,26,3,4195,38,45,45691,4623,38,6.0,1994,1,11,0,0,2014,4,30,0,0,0
ISO-8859-1,NGINX,US,NY,57,11,234.0,21,6,13,1627,25,23,2044,1933,25,4.0,2000,2,12,0,0,2016,3,11,0,0,0
ISO-8859-1,APACHE,US,NY,57,10,21046.0,107,4,4,8986,111,148,234205,9294,111,4.0,2002,12,30,0,0,2014,9,4,0,0,0
UTF-8,OTHER,OTHER,OTHER,57,11,23463.0,18,4,6,1965,22,21,7616,2249,22,4.0,2006,7,4,16,53,2017,8,4,1,39,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,,,57,10,324.0,62,0,3,4725,66,65,97272,5023,66,4.0,,,,,,,,,,,0
